,name,funcs,n_heads,d_model,n_layers,attention_dir,act_fn,batch_size,lr,weight_decay,frac,attn_coeff,runid,diff_vocab,eqn_sign,save_embeddings,save_analysis,dist_irr,grad_sym,circ,trainfrac
40,modadd_59,lambda x: (x[0]+x[1])%59,4,128,1,casual,ReLU,3481,0.001,5.0,0.8,0.5,d_128_attn_0.500_wd_5,0,0,False,False,0.64371065573851,0.9920213407278061,0.9065014771610275,
41,modadd_59,lambda x: (x[0]+x[1])%59,4,45,1,casual,ReLU,3481,0.001,5.0,0.8,0.44999999999999996,d_45_attn_0.450_wd_5,0,0,False,False,0.5870372795727516,0.9957166767120361,0.8789189725680335,
42,modadd_59,lambda x: (x[0]+x[1])%59,4,181,1,casual,ReLU,3481,0.001,0.001,0.8,0.7,d181_wd0.001_attn0.700000,0,0,False,,0.9083125722245531,0.9729521453380585,0.5410079782417672,
43,modadd_59,lambda x: (x[0]+x[1])%59,4,181,1,casual,ReLU,3481,0.001,0.1,0.8,0.85,d181_wd0.1_attn0.850000,0,0,False,,0.5107029940888058,0.9842819249629975,0.9651004710241667,
44,modadd_59,lambda x: (x[0]+x[1])%59,4,64,1,casual,ReLU,3481,0.001,0.1,0.8,0.6,d_64_attn_0.600_wd_0.1,0,0,False,False,0.6404403334288568,0.9864999961853027,0.8767274437163877,
45,modadd_59,lambda x: (x[0]+x[1])%59,4,91,1,casual,ReLU,3481,0.001,0.1,0.8,0.19999999999999996,d91_wd0.1_attn0.200000,0,0,False,,0.43171120241036953,0.9927027708292008,0.9203445953672147,
46,modadd_59,lambda x: (x[0]+x[1])%59,4,45,1,casual,ReLU,3481,0.001,5.0,0.8,0.4,d_45_attn_0.400_wd_5,0,0,False,False,0.6241319882639144,0.9741604852676392,0.9157748943872663,
47,modadd_59,lambda x: (x[0]+x[1])%59,4,181,1,casual,ReLU,3481,0.001,0.1,0.8,0.55,d181_wd0.1_attn0.550000,0,0,False,,0.3875557658865828,0.9892228430509568,0.9954339764981803,
48,modadd_59,lambda x: (x[0]+x[1])%59,4,128,1,casual,ReLU,3481,0.001,5.0,0.8,0.09999999999999998,d_128_attn_0.100_wd_5,0,0,False,False,0.5911010412602407,0.9936412841081619,0.7375312758259338,
49,modadd_59,lambda x: (x[0]+x[1])%59,4,45,1,casual,ReLU,3481,0.001,0.001,0.8,0.9,d45_wd0.001_attn0.900000,0,0,False,,0.6751561192567347,0.8412866872549057,0.5767048927382089,
50,modadd_59,lambda x: (x[0]+x[1])%59,4,362,1,casual,ReLU,3481,0.001,5.0,0.8,0.65,d_362_attn_0.650_wd_5,0,0,False,False,0.510031809206897,0.9919523990154266,0.9066130719501001,
51,modadd_59,lambda x: (x[0]+x[1])%59,4,91,1,casual,ReLU,3481,0.001,0.001,0.8,0.6,d91_wd0.001_attn0.600000,0,0,False,,0.6383774210151364,0.9597930878400802,0.882497128779592,
52,modadd_59,lambda x: (x[0]+x[1])%59,4,91,1,casual,ReLU,3481,0.001,0.001,0.8,0.9,d91_wd0.001_attn0.900000,0,0,False,,0.9001549500065913,0.8206676390767097,0.4522082902828934,
53,modadd_59,lambda x: (x[0]+x[1])%59,4,45,1,casual,ReLU,3481,0.001,5.0,0.8,0.95,d_45_attn_0.950_wd_5,0,0,False,False,0.3285741131920525,0.9982136827707291,0.8172098385426723,
54,modadd_59,lambda x: (x[0]+x[1])%59,4,256,1,casual,ReLU,3481,0.001,0.001,0.8,0.050000000000000044,d256_wd0.001_attn0.050000,0,0,False,,0.9153078620231788,0.9878392422199249,0.5036979710543444,
55,modadd_59,lambda x: (x[0]+x[1])%59,4,45,1,casual,ReLU,3481,0.001,0.1,0.8,0.65,d_45_attn_0.650_wd_0.1,0,0,False,False,0.7065575269863784,0.982125591635704,0.9812145540619921,
56,modadd_59,lambda x: (x[0]+x[1])%59,4,91,1,casual,ReLU,3481,0.001,5.0,0.8,0.7,d_91_attn_0.700_wd_5,0,0,False,False,0.761734924608498,0.6134046181105077,0.9921441533733633,
57,modadd_59,lambda x: (x[0]+x[1])%59,4,181,1,casual,ReLU,3481,0.001,5.0,0.8,0.0,d_181_attn_0.000_wd_5,0,0,False,False,0.5729047270973495,0.9931317138671875,0.8857714345188357,
58,modadd_59,lambda x: (x[0]+x[1])%59,4,64,1,casual,ReLU,3481,0.001,0.1,0.8,0.9,d_64_attn_0.900_wd_0.1,0,0,False,False,0.6828539751321454,0.8737618470191956,0.8514909925583048,
