k=1,k=2,k=3,k=4,k=5,k=6,k=7,k=8,k=9,k=10,k=11,k=12,k=13,k=14,k=15,k=16,k=17,k=18,k=19,k=20,k=21,k=22,k=23,k=24,k=25,k=26,k=27,k=28,k=29
8.210670838,1.385961161,5.427654554,1.097413448,5.3330271,8.04959567,2.79032791,1.168677499,12.77093279,3.050158688,4.993065552,6.001351022,4.570753012,11.89219767,0.983283696,3.187691203,4.201952774,8.267091682,5.170381969,5.215872726,4.009211167,4.629633046,4.747915002,1.649494076,1.431589966,6.205283055,1.249217988,5.229131737,2.822406854
4.519991222,1.14362525,3.583974304,0.946337773,5.103401308,10.65557164,2.128776819,1.327875528,21.12349142,6.747486565,3.30964872,3.197482043,6.160837684,12.75209352,0.954259367,4.258983147,4.197140996,8.904870232,5.439999541,3.089693558,5.32216985,7.374610654,4.555841313,1.167385079,1.097090729,5.305528077,2.261312564,5.428508945,5.766842057
8.188668356,2.513134943,6.140892511,1.440236618,3.936524866,10.36853638,2.611015924,1.35602754,15.1446058,5.990040354,5.439485196,6.663454211,3.281127031,6.892024099,1.127177163,5.391708588,6.948282562,9.068071595,5.578835665,2.965125193,7.062558756,8.062409106,6.485969712,0.802415468,1.756307461,5.873565004,2.232598452,7.173918529,5.098679209
8.206538327,1.372040909,5.078424383,0.717159287,4.091157895,9.062414788,1.56042122,0.622159515,17.66233391,5.470125947,2.681350323,3.396508661,5.795659082,12.11740093,0.948332851,4.321411595,6.370912038,11.33117557,4.136801695,5.658440873,3.574632491,7.026530112,5.512517261,1.503314466,0.968126618,4.394765491,2.164462244,5.055174411,3.89711147
5.06004537,1.67620463,3.987768981,0.855225486,6.397159712,7.564467054,1.814448544,1.289822632,20.79253101,4.237971268,2.929903545,3.408151187,5.885077456,9.285288052,1.731852942,2.477611004,6.593084131,5.860811647,5.502131501,4.962198337,4.222929996,3.963732978,5.799285522,0.960165899,1.151831235,8.354946559,2.188970429,8.038371479,4.560709082
6.325694769,1.987274725,5.111787672,1.235076155,6.499335045,5.846816884,1.730030322,1.116521666,14.10633474,6.333814372,4.837758548,3.36472767,4.038420073,9.357600528,0.810262487,4.531467409,4.337088459,8.789577559,5.12861343,3.933119975,4.253365458,6.71549808,4.97297645,1.296041356,1.154316222,6.766660635,2.306405673,4.296585457,3.961472059
8.746149324,1.92700532,5.916454793,1.199280324,3.744882415,6.676064646,3.067920705,0.81605534,12.17123691,5.783468016,2.696156857,4.194081094,5.037456184,11.62860263,1.0558303,2.936694378,5.770131434,12.11909027,4.163954072,6.184367769,5.156492196,6.789112149,4.632524636,1.210520209,1.057004304,8.089901714,2.21227889,7.162922583,3.933123185
6.849142433,1.307517572,5.73004554,0.829919821,5.443672007,9.011438421,1.943643377,0.689708324,21.48242329,4.745776745,4.479457832,4.785154158,6.278699616,13.845926,1.813224048,4.361551908,6.271143023,9.011980991,5.932173994,4.033581532,3.097584181,7.231404837,3.657259111,1.724800343,1.480260639,6.57877343,1.692902613,8.194614407,4.39481095
5.427454024,2.373270038,3.22475486,1.425613204,6.468373478,7.708888543,1.45606312,1.140174319,9.887454445,5.580201795,5.282746922,3.150877596,4.290893684,9.74127641,1.504044737,2.516347396,3.326623673,8.673731075,5.225107822,4.013566776,6.252421184,7.167975105,6.432811686,0.91781515,1.234844592,4.92568398,2.098061794,4.946287466,2.762721598
6.358886226,1.850947355,5.482226161,0.866275994,3.433897304,6.018577625,1.668964257,1.043809387,20.07344994,4.282197895,5.633500303,4.405283464,6.337787166,9.82883863,1.323834139,3.127890223,5.173441251,9.309022913,5.44543676,4.545408422,3.709497639,5.640036359,4.965446076,1.53786127,1.018283301,8.325568968,1.107150483,8.370039701,3.383939586
9.428046119,2.663707555,3.245792448,1.770249852,4.532196147,11.71973846,2.59829666,0.49973977,22.83820961,3.432447252,2.86466914,5.534926588,6.493646923,15.35626201,0.420258828,4.817178158,5.180184198,5.554577031,2.627880169,4.758474617,8.559080141,4.564592518,2.308124725,0.886030027,1.410836801,8.667696154,0.69684098,6.895126369,6.621333622
8.118793632,1.444079098,5.137841304,1.886269732,5.306434351,4.709223811,1.617985988,1.552569221,15.22500459,6.612439124,4.086673965,7.806033359,6.587652232,11.02799909,0.428886988,1.855844904,7.358549361,14.79585066,5.804666523,7.632441301,1.645482328,6.382546575,4.2828557,0.514244245,1.102691317,9.932854319,1.683426066,1.98092236,5.064203223
6.757127463,1.009609014,6.632469105,1.347522115,2.393190082,8.467444774,0.780481242,1.401857665,6.560802439,6.873803751,2.894429407,8.415568726,5.464332364,11.76562026,1.837510011,6.097569754,4.908411754,12.12673283,2.540500165,7.017463764,2.156970555,6.433392769,6.024308451,0.861857538,2.248026828,7.80325229,0.872132028,3.091963565,4.9378019
3.919540748,0.782679358,2.432180323,0.656792141,3.146902632,8.237887116,1.980877677,0.985183526,21.98202742,8.427280966,4.037103854,7.959915384,6.986755558,11.07423748,0.840922233,3.993874579,1.739174925,14.53490609,5.555996386,6.659443214,7.179777458,9.510217692,7.48297891,1.895186739,1.759511154,6.247340932,1.552506904,5.265967096,6.967328875
2.289915993,1.65064609,6.937786106,0.737364093,8.095016294,9.469199886,3.140507222,1.095480914,27.18841196,4.534472897,7.060395821,8.008118573,7.40543791,7.120727811,1.03689306,3.865798313,3.851633844,13.61871004,2.289516182,6.189683838,6.093179154,3.317501237,3.916663648,0.625877462,1.898707242,2.953642128,2.141186854,2.449302896,6.320330285
7.238689064,1.434315209,2.249205002,1.082940618,6.008916095,9.571932282,1.120320608,1.253496278,21.33078574,3.947661982,6.518428703,2.702013878,3.263990446,12.44528365,1.376880931,3.05748329,5.18914106,10.51745375,6.219110117,4.271662401,5.13899972,6.472824287,3.556415365,0.621297754,0.665089969,4.787055542,1.183936299,4.823435153,5.604159087
12.17713663,2.86116679,2.678097714,0.646883483,7.655724355,7.111763695,1.274999999,1.656590979,19.06686715,3.299029334,5.82963697,6.245839178,4.945388207,6.452441852,0.661263772,4.011573606,6.361011316,7.921698582,2.352143309,5.821693392,8.172978696,5.657884705,6.527490385,0.633329456,0.75590888,3.49252672,0.848535578,2.530160054,5.184040368
11.33631095,2.041162774,4.541280397,1.165385188,2.229452137,10.57398277,2.215171923,0.589341025,20.86032881,1.845335437,5.006759434,2.092064019,5.804022263,9.230563333,0.974452277,5.929678453,5.28434604,8.006667663,2.513445105,6.159994815,2.874832333,4.72304483,1.668793752,1.641802172,0.893563767,10.73082041,1.357082048,3.311897123,1.448141836
9.44899755,0.705318346,6.43953032,1.583253091,3.066836068,8.717459608,2.74043493,1.643554634,23.27337138,6.905876572,1.375679505,2.15250993,1.813219849,5.814768382,2.184513773,3.901273377,2.212936027,8.631828694,4.925624182,5.024116747,5.201626495,4.984732273,2.031033407,1.083199832,1.217598334,9.013073268,2.217522739,8.926363228,6.742774666
3.881300375,2.574751768,7.339887764,1.009141723,7.293160275,4.986328729,1.376545192,1.703165473,8.961274976,5.961745521,5.140567719,4.648000787,1.487635343,13.01867338,0.670582777,6.51241001,4.917846434,5.5184102,6.475125923,7.121700323,3.951587736,2.293713198,4.517508594,2.061697468,1.065112738,4.429513666,1.481493969,8.822511196,5.608955905
10.54384965,1.182070224,2.56587556,0.574357642,8.242720229,11.74606857,3.059651497,0.305720386,5.809035677,6.667618514,5.259849284,1.94021147,7.348041918,8.388581545,1.671960195,5.503255589,4.205021801,14.80429321,2.170092554,7.48174964,2.57796944,10.75531867,4.69915633,0.741509788,1.000212165,4.539468049,2.691197648,2.483538405,3.363758219
8.657166661,2.173172282,3.841580156,0.986414065,4.741099853,8.580897243,0.825986505,1.161879862,23.65315407,5.469246592,4.318422455,5.117801211,7.59442293,16.7388614,0.425596871,2.011797905,3.729074865,8.567296633,6.671169204,3.891876338,7.120285492,2.541125216,7.120095152,1.766972096,1.286456637,7.806017931,0.820365178,7.12241892,1.697946433
11.75901636,0.951596741,2.230411338,1.708541048,4.593865795,6.649777504,0.894893922,0.419044591,14.97525167,8.077731027,2.769168782,7.456499947,6.155986777,15.87276014,1.980340949,1.217824831,5.28327468,6.645363633,5.216723216,1.965798867,1.873839525,7.087384627,3.605789379,2.134871101,0.412214653,6.401679345,0.854918565,10.24315278,4.159767763
9.021197988,0.958223246,5.10602636,1.229601823,2.042599177,4.896956054,1.95734829,0.940615171,11.12069151,5.317587494,3.799540048,3.464216804,4.753122446,3.823186815,1.55969964,5.367671263,5.360372955,12.90566428,6.106783268,2.902434542,6.926404057,4.904582034,4.271880211,1.318942196,1.699066002,5.10924119,1.122841332,4.075512835,5.585859887
7.454412019,2.242477531,6.779359439,0.84433676,4.555859936,6.401763544,1.867341636,0.448125651,20.1514379,3.037436234,1.431209806,8.365364709,5.816226642,7.444892268,1.949839364,4.189583148,7.604977753,13.30258017,5.054304438,1.434862775,2.979980886,6.928572022,5.408243192,1.471812532,1.130967558,7.494094794,2.225204323,1.884228479,6.021773666
7.807550061,1.297386571,7.352631119,0.395827201,4.072515356,11.42485349,3.812758913,1.677619639,9.202335956,3.302813858,7.212318028,8.45239731,6.669527422,10.53140291,1.717750506,4.242961713,4.766356775,9.946117557,2.687639433,5.309855755,3.239761341,8.44016057,2.405056167,1.077790935,1.181057496,10.76925938,2.732694621,6.01081726,2.97873766
8.520879011,1.207847842,3.084906022,1.659474684,3.027466368,8.579756328,2.974103392,1.100987245,24.27033909,7.67000573,4.01035667,5.885378117,3.969985176,9.588779717,0.818553419,3.272854696,2.621850117,6.716497478,2.34643157,7.611034084,6.900429546,6.965312748,6.521022132,1.472683061,1.931483703,5.425683338,0.638248418,9.807246752,2.601044231
11.46765298,1.192731656,5.358135662,1.33849295,1.841042612,4.361684482,3.724586096,1.2082169,10.3694556,5.736454873,3.522440943,3.818279254,2.09623627,3.099983094,1.250476234,5.649401839,3.384296863,12.47447284,5.2603833,1.641738412,6.918458666,2.273610312,1.598319525,0.896960509,2.005001926,2.170124874,1.678829187,5.717121893,3.992634336
2.434207908,1.305593832,2.289650799,0.832302283,6.103378443,6.535929837,1.082157204,0.480825717,8.131029841,3.629650149,1.520006116,1.675806156,7.177237492,5.40009098,1.010373609,1.325953203,3.177100454,4.700354954,3.61289999,7.192505502,5.459851616,3.861558919,7.557677059,1.858025327,1.477744884,8.511931103,1.075708924,2.41647835,6.498079251
11.38826884,2.071791054,6.852986625,0.424998652,2.437034651,9.694355098,1.789029818,0.732562086,5.591673259,4.49404444,5.847882456,2.027553728,1.416826248,15.20733639,1.004668704,2.866437545,7.98687217,11.39281562,4.744375115,3.514523215,2.160343282,2.146728577,6.105263362,1.343870803,1.626454284,6.245420547,2.828236284,3.638704545,6.590920498
2.617088068,2.253450446,4.10710797,1.72616762,5.799042672,6.141023079,3.268271772,0.485591099,26.1878251,4.346302184,6.546007081,5.756093489,5.871635836,10.3478744,0.802693112,5.067536214,7.495695777,13.21926259,3.280248077,4.417360106,3.310584907,6.162050583,4.93188471,1.88694753,1.824241779,10.12472812,2.200950359,3.708652333,6.340935298
10.86403101,2.112843785,4.340990453,1.421046702,1.870314233,9.321260883,1.728688134,1.659311198,18.88579249,7.36720475,3.477158206,1.6555093,5.817769242,3.443737791,1.815943075,2.653654968,5.93953273,4.886993449,5.976472287,5.875028233,6.641951635,3.791441795,4.503531998,1.741829075,0.446743545,4.502562388,1.321832818,5.17324018,3.007936909
5.00376385,2.986037209,2.751000978,1.919235281,6.977788731,9.185440502,2.074709099,0.450436029,16.6105342,1.843202999,6.675339282,2.915759347,6.610463581,4.54417026,1.05856419,6.172741138,7.56771583,13.02671892,6.552515187,5.885087072,4.99856987,3.216673721,3.161869408,1.7294499,1.197443557,3.148540129,1.960470245,6.16068787,1.618727942
6.611932746,0.59661245,2.867811462,1.825255569,7.710191276,7.204017589,3.353097514,0.536120034,22.11245728,5.298184909,2.979377089,4.06601516,2.53007186,16.14017321,2.059523338,2.902547584,6.193212144,7.725314163,6.484673534,6.934535149,7.076836019,4.064925641,8.253545034,0.635483097,1.694691919,8.52235596,1.623598427,6.045781509,1.322603996
6.667328194,0.6045596,4.93912748,1.431744689,2.497719803,11.84352092,3.76219666,0.578476715,20.31665411,5.342792749,5.03467136,2.996940615,4.612704088,10.67395877,0.486934629,4.975144897,4.912838613,13.00234493,3.375824102,5.665571879,4.079467737,3.75650132,3.460065531,1.385130573,0.45265177,3.115004254,1.736565313,5.057315951,3.192240403
5.222423697,0.983329172,1.618200277,1.492829741,6.787863083,5.529420979,1.821281245,0.64807196,19.02000066,7.6192411,4.851942712,2.349782606,2.674014035,12.23712666,1.916569887,3.042494741,7.258888008,11.43598451,3.353067359,3.730640476,2.670558254,10.82926246,8.148395348,0.948662373,0.800448426,2.551362213,2.289866099,8.029066252,2.181580059
11.60832296,1.117038341,4.265218991,1.578357678,2.607299137,7.667715907,1.297403173,1.114605558,10.06005426,5.916166833,3.141796979,7.964600244,6.828396427,13.88062672,1.292626842,5.714439075,6.985834365,5.199430446,5.702449815,7.72337578,6.13311125,3.124640874,3.019348628,1.548069629,1.395605985,8.640859849,1.715213158,2.936060789,2.935420389
11.0249772,1.077741884,6.927665702,0.806837732,3.632280915,4.647488399,0.751344528,0.392091589,14.15806925,2.319600945,5.140425061,1.94785539,5.273408014,10.52149683,0.543583914,5.084332632,7.445801439,13.03013658,3.319760706,6.891390833,4.258992218,9.029915412,8.244415929,1.364779299,0.639625084,8.566376805,0.512163002,6.706286252,5.969996058
4.003367708,2.732370688,7.4110171,0.655234609,3.840543777,9.439987043,3.76654015,0.77972738,8.835930338,3.746983774,5.818396949,5.480298444,3.383826536,13.92956648,0.530871497,5.232058494,2.264264991,4.026933993,6.584301106,6.805860053,2.944845198,4.99162602,5.869087182,0.479409521,1.392931958,9.363758016,2.100459166,4.484145736,4.85106622
3.108742049,1.26143734,1.336936935,1.755871231,5.895019728,10.35894128,2.133137178,0.695734183,21.08051409,4.978900841,4.650290148,8.12955754,5.709679564,7.008351,2.17073354,4.935349604,3.934913972,4.002257819,2.601919895,4.04570176,3.017256772,4.769867316,1.991631281,2.011399602,1.674316163,3.7423774,1.856924571,5.551602613,6.357109434
