k=1,k=2,k=3,k=4,k=5,k=6,k=7,k=8,k=9,k=10,k=11,k=12,k=13,k=14,k=15,k=16,k=17,k=18,k=19,k=20,k=21,k=22,k=23,k=24,k=25,k=26,k=27,k=28,k=29
7.706170613,5.882614152,6.345914349,1.210471795,8.573562079,6.291743419,7.305536777,5.658820225,6.820049834,6.211126518,6.586375144,3.268285358,3.603364933,3.396846943,8.170753892,6.677203475,2.780931743,4.105189041,2.783149848,1.047631937,1.08691067,4.230144146,5.618020771,2.733584152,3.781004063,2.610160512,5.530875548,1.424799164,4.053214746
8.598000101,4.612774197,7.042414654,0.51654123,8.574730394,7.170313586,4.410354057,7.727434042,5.960458979,4.596695801,4.677541659,3.564325574,6.829811187,3.777386263,7.202400946,8.11639813,0.936689532,3.827550372,0,1.251945227,1.559926834,4.639876864,8.284407087,1.999438022,6.023985093,3.746566761,6.937614522,1.802158249,3.848072618
8.464492924,4.975832274,6.034535131,1.754797234,8.940155303,8.581768256,5.556470671,7.882207504,7.222434431,5.01505229,4.540081191,4.923155167,7.759851477,4.097104904,4.613759544,8.765651243,1.877178817,6.746693065,1.791089502,1.492900336,0.282274403,5.532583331,7.372696249,1.729772013,4.766574133,4.330043305,6.261780302,1.290964309,5.536569679
8.314216115,3.344573986,4.809008349,1.200207707,9.958563164,7.32630225,7.940619619,8.163777797,7.426364174,3.64322075,5.556101996,5.989362039,6.443139948,3.403123148,5.436446204,7.232326206,1.549082958,5.927694064,0,0.854209037,2.343499333,5.720293458,7.869330521,3.86165829,5.640456538,3.80839051,6.534788734,1.220418871,4.132949044
7.690989616,5.264508674,7.934988423,1.608113591,8.50756277,6.213891035,4.859364213,6.447969341,5.796204847,3.061157896,7.054416852,6.173367253,5.602240718,3.20208445,6.627701859,6.586389322,0.38435904,7.039620362,1.765109905,1.233734357,1.631911038,5.54737464,8.55168169,4.9770831,3.777578806,4.626228986,7.954329876,0,4.930777677
9.970509271,4.527821591,6.960002113,1.95349364,7.150762391,7.939827424,6.747724751,8.01868559,8.214370197,6.033799018,5.067327512,4.394571562,5.538252546,4.153736294,6.231852884,9.27985575,1.715876491,5.952807046,1.555091178,0.489116952,0,5.687685809,7.821014394,1.547370327,5.768307331,4.510995149,5.805893101,0.944667776,5.419294616
8.102758852,3.69965571,5.781571845,1.385233192,9.260570412,7.25443628,7.776815343,8.158816697,7.329077132,4.977719119,6.175283643,3.685945861,5.645474066,3.728039776,6.649886862,8.887407763,1.084280703,3.59977419,0,3.489951497,1.727078854,3.812389531,8.353268286,3.316441928,4.603438364,2.188785017,4.322285484,0.237806132,6.598328795
8.856705695,3.484524041,3.591626144,1.156629739,8.92967215,7.398533241,4.984114722,9.253414398,8.957168007,5.668806049,5.489533037,5.16822407,5.067617068,4.09244715,5.424113874,7.341744029,0,6.206103038,2.40551081,1.763699434,1.140757708,5.604540882,5.875872579,1.444431457,4.949003702,3.819041178,5.288687781,0,5.590991583
7.929255657,4.133608608,6.463441314,3.270536726,9.451516476,7.841724722,6.240080721,6.845765826,7.543468668,6.062731319,5.12465638,5.366873224,7.027267556,1.562573926,4.769124225,6.487565439,1.070040776,5.960022721,2.673201494,4.169532117,1.949143868,6.754155276,8.257602761,3.217238639,3.401663154,3.505179984,7.041292431,2.129902331,5.758300043
7.124399284,4.31556039,5.957775328,3.092255477,10.20539437,6.95250684,4.684392912,7.532169985,7.319198996,5.101119443,5.772593099,4.208572378,6.252931257,2.49384282,5.61152922,8.249237906,2.349814641,4.857753929,0.27789875,0.892811092,0.415012593,4.505955559,7.172262887,0.632032558,5.65481437,2.48587572,3.698527128,1.134919134,4.834608067
8.447194874,4.139704993,4.615082332,1.22602101,9.393387849,6.919232353,5.866650228,6.480883127,7.18698946,4.772319218,5.735222973,5.073314342,5.490721053,3.437753906,7.464532677,6.558979086,0,4.82450353,0,2.919503767,3.243870499,4.439505805,8.326414428,1.595344905,2.975400143,3.983293503,5.221648083,0.324698378,5.711054396
9.902828587,6.124131423,5.103164201,1.415680271,7.419276573,5.422120019,5.066554053,7.115336928,8.077361868,4.324516033,5.10027877,3.515460286,6.002010633,3.813453916,7.2850207,7.441235823,2.611089196,5.068778704,1.745948933,0.206356942,0,4.183874267,8.22066838,2.080653346,4.152678283,5.636777378,7.243148624,2.076069223,3.242767
8.169938628,4.524411671,6.921093831,0,8.351845861,7.29554709,5.530302976,6.9156397,7.95797789,6.437458665,6.454185067,5.220280016,6.414233325,2.085493394,6.884757513,6.908049867,0.806397182,6.233092578,0,0.979019153,1.277906824,6.104979548,7.379657614,1.049176337,5.905473512,4.633841066,4.506575769,0.816350195,5.346627997
8.615730034,2.093367612,5.349067321,2.999044711,10.22963512,8.304175908,3.504952332,7.543442124,8.49793038,4.072089685,6.686119723,4.494020882,5.758553108,3.123948847,5.551663704,7.673768027,0.858871972,4.584530914,2.931737254,1.787553624,0.771431505,3.592759126,7.70628797,0.558077381,4.26581578,4.676819792,3.830778379,2.938777136,4.472012461
8.041439713,5.315345167,4.275839724,0.003955055,8.296570568,8.385654422,5.812329343,7.426292201,9.279365324,3.248346779,5.497942797,4.102294729,6.896535872,3.195637654,6.37575233,6.93604465,0,7.06550256,0,2.236964444,2.324405358,6.902571483,8.216459159,0.672009619,5.348800317,4.769875368,5.867181963,1.446457162,6.163690958
8.876494887,2.509639846,4.663687051,1.262878908,8.689295952,5.199466692,4.645788187,6.405950364,7.46729869,4.703858539,6.179208969,5.658376542,5.585789505,2.928251683,5.984124153,7.008995804,1.935682164,7.312803267,2.879842764,0.18987224,1.186032366,6.9551677,7.111251929,1.490939248,3.934739894,2.406342196,4.615656204,1.843044313,3.8890008
7.738770123,3.869279724,5.903460576,1.304637324,10.85435508,6.748712954,5.661274579,7.94463874,7.342233219,5.127447272,6.401411122,4.534060309,6.367376895,4.948239619,6.0304575,7.318243606,2.106764568,5.158197042,1.493048513,0.280057871,0.599488706,5.093410759,6.026240148,1.784983728,3.949654238,3.309388874,5.302250736,2.264816375,3.867006016
7.617255606,2.655239745,5.872885361,1.625720137,9.106322113,7.706957211,5.415171138,7.893092936,7.91600529,3.730719851,5.597914234,7.569046837,5.745926111,3.956105119,5.509056592,6.512665331,0.542808412,5.375286007,2.477420257,0.717925655,1.150375559,5.880125837,8.586239167,1.569581011,4.288958614,4.130231345,6.1213579,1.607794109,5.511030152
9.156753627,4.631598201,5.780985706,0,8.718179154,7.515233222,6.766541177,6.860803003,6.956738914,5.514511435,5.28648258,5.775263313,6.942490368,3.081247098,7.713051954,6.858672102,2.841707316,5.902547524,0.028816997,2.547022072,0.446330858,7.346167788,7.322003589,1.664365753,6.00531506,4.144695907,4.874383951,0,4.360394834
9.331575555,4.617358776,6.046369592,0.946681411,9.539809701,6.864287964,4.721657148,7.16034132,7.320617391,4.669469089,5.275546797,5.640602208,6.47163446,3.316523674,8.429075949,6.664252511,0.028008067,6.258352192,0.352741156,0.591928397,2.73246835,4.464459183,6.92602289,3.134224995,4.503316038,3.239156039,5.564838502,1.393236374,4.572107123
8.784718802,3.567365208,6.592279711,3.758490235,7.341613347,6.677799213,5.880982131,6.867681901,7.550319896,2.89027458,5.517288283,3.537092498,5.805244318,3.660314387,6.01916368,7.610060661,2.123946939,5.709528871,1.563245121,0.606447358,1.182724404,6.750715711,6.86417002,0.94520846,4.469979251,3.922008248,5.015107355,0.755135553,5.322210851
8.841955846,5.338470727,4.584999418,3.397157238,7.250629136,6.105301346,7.256900118,6.780050582,6.536379779,5.160602781,5.435177417,5.61576495,5.848996811,1.490993625,6.392319778,5.98674038,0.431945803,5.043181837,1.312531897,3.179874928,1.764259547,6.361409478,8.000342362,2.564275483,5.384715149,4.070594276,6.069286019,1.055878285,4.593190401
